Year,LocationAbbr,LocationDesc,Topic,Question,DataValue,Latitude,Longitude,Centroid,Category
2014,TN,Tennessee,Asthma,Current asthma prevalence among adults aged >= 18 years,8.9,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",low
2015,TN,Tennessee,Asthma,Current asthma prevalence among adults aged >= 18 years,9.1,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",middle
2016,TN,Tennessee,Asthma,Current asthma prevalence among adults aged >= 18 years,10.9,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",very high
2017,TN,Tennessee,Asthma,Current asthma prevalence among adults aged >= 18 years,9.9,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",high
2013,TN,Tennessee,Asthma,Current asthma prevalence among adults aged >= 18 years,6.9,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",very low
2014,TN,Tennessee,Asthma,Current asthma prevalence among adults aged >= 18 years,8.8,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",low
2016,TN,Tennessee,Asthma,Current asthma prevalence among adults aged >= 18 years,11.0,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",very high
2013,TN,Tennessee,Asthma,Current asthma prevalence among adults aged >= 18 years,7.1,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",very low
2014,LA,Louisiana,Asthma,Current asthma prevalence among adults aged >= 18 years,7.6,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very low
2016,LA,Louisiana,Asthma,Current asthma prevalence among adults aged >= 18 years,8.4,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",low
2017,LA,Louisiana,Asthma,Current asthma prevalence among adults aged >= 18 years,9.0,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",middle
2017,LA,Louisiana,Asthma,Current asthma prevalence among adults aged >= 18 years,9.0,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",middle
2013,LA,Louisiana,Asthma,Current asthma prevalence among adults aged >= 18 years,7.7,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very low
2015,LA,Louisiana,Asthma,Current asthma prevalence among adults aged >= 18 years,8.2,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very low
2013,LA,Louisiana,Asthma,Current asthma prevalence among adults aged >= 18 years,7.7,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very low
2015,LA,Louisiana,Asthma,Current asthma prevalence among adults aged >= 18 years,8.1,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very low
2016,LA,Louisiana,Asthma,Current asthma prevalence among adults aged >= 18 years,8.3,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",low
2014,LA,Louisiana,Asthma,Current asthma prevalence among adults aged >= 18 years,7.7,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very low
2017,KS,Kansas,Asthma,Current asthma prevalence among adults aged >= 18 years,9.1,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",middle
2013,KS,Kansas,Asthma,Current asthma prevalence among adults aged >= 18 years,8.9,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",low
2015,KS,Kansas,Asthma,Current asthma prevalence among adults aged >= 18 years,8.6,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",low
2014,KS,Kansas,Asthma,Current asthma prevalence among adults aged >= 18 years,8.7,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",low
2016,KS,Kansas,Asthma,Current asthma prevalence among adults aged >= 18 years,8.8,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",low
2014,KS,Kansas,Asthma,Current asthma prevalence among adults aged >= 18 years,8.7,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",low
2013,KS,Kansas,Asthma,Current asthma prevalence among adults aged >= 18 years,8.9,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",low
2017,KS,Kansas,Asthma,Current asthma prevalence among adults aged >= 18 years,9.1,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",middle
2016,KS,Kansas,Asthma,Current asthma prevalence among adults aged >= 18 years,8.6,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",low
2015,KS,Kansas,Asthma,Current asthma prevalence among adults aged >= 18 years,8.7,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",low
2015,PA,Pennsylvania,Asthma,Current asthma prevalence among adults aged >= 18 years,10.3,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",high
2013,PA,Pennsylvania,Asthma,Current asthma prevalence among adults aged >= 18 years,9.6,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",middle
2014,PA,Pennsylvania,Asthma,Current asthma prevalence among adults aged >= 18 years,9.8,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",high
2017,PA,Pennsylvania,Asthma,Current asthma prevalence among adults aged >= 18 years,10.6,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",high
2016,PA,Pennsylvania,Asthma,Current asthma prevalence among adults aged >= 18 years,10.6,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",high
2017,PA,Pennsylvania,Asthma,Current asthma prevalence among adults aged >= 18 years,10.1,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",high
2013,PA,Pennsylvania,Asthma,Current asthma prevalence among adults aged >= 18 years,9.6,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",middle
2015,PA,Pennsylvania,Asthma,Current asthma prevalence among adults aged >= 18 years,10.2,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",high
2014,PA,Pennsylvania,Asthma,Current asthma prevalence among adults aged >= 18 years,9.9,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",high
2016,PA,Pennsylvania,Asthma,Current asthma prevalence among adults aged >= 18 years,10.7,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",very high
2017,ND,North Dakota,Asthma,Current asthma prevalence among adults aged >= 18 years,8.6,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2014,ND,North Dakota,Asthma,Current asthma prevalence among adults aged >= 18 years,8.9,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2016,ND,North Dakota,Asthma,Current asthma prevalence among adults aged >= 18 years,9.0,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",middle
2016,ND,North Dakota,Asthma,Current asthma prevalence among adults aged >= 18 years,9.1,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",middle
2013,ND,North Dakota,Asthma,Current asthma prevalence among adults aged >= 18 years,8.3,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2015,ND,North Dakota,Asthma,Current asthma prevalence among adults aged >= 18 years,9.0,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",middle
2014,ND,North Dakota,Asthma,Current asthma prevalence among adults aged >= 18 years,8.7,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2013,ND,North Dakota,Asthma,Current asthma prevalence among adults aged >= 18 years,8.5,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2017,ND,North Dakota,Asthma,Current asthma prevalence among adults aged >= 18 years,8.6,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2015,ND,North Dakota,Asthma,Current asthma prevalence among adults aged >= 18 years,8.8,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2016,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,7.7,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2014,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,8.4,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",low
2017,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,7.3,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2016,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,7.6,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2015,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,7.4,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2013,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,7.7,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2015,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,7.4,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2017,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,7.3,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2013,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,7.7,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2014,MN,Minnesota,Asthma,Current asthma prevalence among adults aged >= 18 years,8.5,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",low
2016,ID,Idaho,Asthma,Current asthma prevalence among adults aged >= 18 years,9.2,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",middle
2013,ID,Idaho,Asthma,Current asthma prevalence among adults aged >= 18 years,8.7,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",low
2013,ID,Idaho,Asthma,Current asthma prevalence among adults aged >= 18 years,8.5,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",low
2014,ID,Idaho,Asthma,Current asthma prevalence among adults aged >= 18 years,8.7,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",low
2015,ID,Idaho,Asthma,Current asthma prevalence among adults aged >= 18 years,9.0,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",middle
2015,ID,Idaho,Asthma,Current asthma prevalence among adults aged >= 18 years,9.1,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",middle
2017,ID,Idaho,Asthma,Current asthma prevalence among adults aged >= 18 years,9.0,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",middle
2017,ID,Idaho,Asthma,Current asthma prevalence among adults aged >= 18 years,9.0,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",middle
2016,ID,Idaho,Asthma,Current asthma prevalence among adults aged >= 18 years,9.3,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",middle
2014,ID,Idaho,Asthma,Current asthma prevalence among adults aged >= 18 years,8.6,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",low
2013,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,9.5,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",middle
2015,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,8.8,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",low
2017,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,9.6,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",middle
2016,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,9.5,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",middle
2014,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,8.7,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",low
2016,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,9.4,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",middle
2014,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,8.5,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",low
2013,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,9.4,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",middle
2015,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,8.8,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",low
2017,MD,Maryland,Asthma,Current asthma prevalence among adults aged >= 18 years,9.4,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",middle
2016,NY,New York,Asthma,Current asthma prevalence among adults aged >= 18 years,9.5,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",middle
2013,NY,New York,Asthma,Current asthma prevalence among adults aged >= 18 years,9.7,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",high
2014,NY,New York,Asthma,Current asthma prevalence among adults aged >= 18 years,10.7,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",very high
2015,NY,New York,Asthma,Current asthma prevalence among adults aged >= 18 years,9.9,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",high
2014,NY,New York,Asthma,Current asthma prevalence among adults aged >= 18 years,10.7,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",very high
2017,NY,New York,Asthma,Current asthma prevalence among adults aged >= 18 years,9.2,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",middle
2016,NY,New York,Asthma,Current asthma prevalence among adults aged >= 18 years,9.5,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",middle
2015,NY,New York,Asthma,Current asthma prevalence among adults aged >= 18 years,9.9,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",high
2013,NY,New York,Asthma,Current asthma prevalence among adults aged >= 18 years,9.7,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",high
2017,NY,New York,Asthma,Current asthma prevalence among adults aged >= 18 years,9.1,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",middle
2017,TX,Texas,Asthma,Current asthma prevalence among adults aged >= 18 years,7.2,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",very low
2013,TX,Texas,Asthma,Current asthma prevalence among adults aged >= 18 years,7.3,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",very low
2015,TX,Texas,Asthma,Current asthma prevalence among adults aged >= 18 years,7.4,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",very low
2016,TX,Texas,Asthma,Current asthma prevalence among adults aged >= 18 years,7.6,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",very low
2014,TX,Texas,Asthma,Current asthma prevalence among adults aged >= 18 years,6.7,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",very low
2017,TX,Texas,Asthma,Current asthma prevalence among adults aged >= 18 years,7.3,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",very low
2016,TX,Texas,Asthma,Current asthma prevalence among adults aged >= 18 years,7.6,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",very low
2014,TX,Texas,Asthma,Current asthma prevalence among adults aged >= 18 years,6.6,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",very low
2015,TX,Texas,Asthma,Current asthma prevalence among adults aged >= 18 years,7.6,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",very low
2013,TX,Texas,Asthma,Current asthma prevalence among adults aged >= 18 years,7.3,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",very low
2014,NV,Nevada,Asthma,Current asthma prevalence among adults aged >= 18 years,7.9,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",very low
2016,NV,Nevada,Asthma,Current asthma prevalence among adults aged >= 18 years,7.9,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",very low
2017,NV,Nevada,Asthma,Current asthma prevalence among adults aged >= 18 years,10.4,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",high
2013,NV,Nevada,Asthma,Current asthma prevalence among adults aged >= 18 years,7.5,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",very low
2017,NV,Nevada,Asthma,Current asthma prevalence among adults aged >= 18 years,10.4,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",high
2015,NV,Nevada,Asthma,Current asthma prevalence among adults aged >= 18 years,8.1,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",very low
2015,NV,Nevada,Asthma,Current asthma prevalence among adults aged >= 18 years,8.1,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",very low
2013,NV,Nevada,Asthma,Current asthma prevalence among adults aged >= 18 years,7.6,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",very low
2016,NV,Nevada,Asthma,Current asthma prevalence among adults aged >= 18 years,7.9,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",very low
2014,NV,Nevada,Asthma,Current asthma prevalence among adults aged >= 18 years,8.1,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",very low
2015,SC,South Carolina,Asthma,Current asthma prevalence among adults aged >= 18 years,8.2,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",very low
2017,SC,South Carolina,Asthma,Current asthma prevalence among adults aged >= 18 years,9.2,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",middle
2014,SC,South Carolina,Asthma,Current asthma prevalence among adults aged >= 18 years,8.3,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",low
2016,SC,South Carolina,Asthma,Current asthma prevalence among adults aged >= 18 years,8.8,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",low
2013,SC,South Carolina,Asthma,Current asthma prevalence among adults aged >= 18 years,8.4,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",low
2016,SC,South Carolina,Asthma,Current asthma prevalence among adults aged >= 18 years,8.8,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",low
2013,SC,South Carolina,Asthma,Current asthma prevalence among adults aged >= 18 years,8.5,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",low
2017,SC,South Carolina,Asthma,Current asthma prevalence among adults aged >= 18 years,9.0,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",middle
2015,SC,South Carolina,Asthma,Current asthma prevalence among adults aged >= 18 years,8.1,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",very low
2014,SC,South Carolina,Asthma,Current asthma prevalence among adults aged >= 18 years,8.3,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",low
2015,VT,Vermont,Asthma,Current asthma prevalence among adults aged >= 18 years,11.3,44.081127,-72.814309,"{""type"":""Point"", ""coordinates"":[-72.814309,44.081127]}",very high
2016,VT,Vermont,Asthma,Current asthma prevalence among adults aged >= 18 years,10.2,44.081127,-72.814309,"{""type"":""Point"", ""coordinates"":[-72.814309,44.081127]}",high
2014,VT,Vermont,Asthma,Current asthma prevalence among adults aged >= 18 years,11.3,44.081127,-72.814309,"{""type"":""Point"", ""coordinates"":[-72.814309,44.081127]}",very high
2017,VT,Vermont,Asthma,Current asthma prevalence among adults aged >= 18 years,11.8,44.081127,-72.814309,"{""type"":""Point"", ""coordinates"":[-72.814309,44.081127]}",very high
2016,VT,Vermont,Asthma,Current asthma prevalence among adults aged >= 18 years,10.4,44.081127,-72.814309,"{""type"":""Point"", ""coordinates"":[-72.814309,44.081127]}",high
2013,VT,Vermont,Asthma,Current asthma prevalence among adults aged >= 18 years,11.3,44.081127,-72.814309,"{""type"":""Point"", ""coordinates"":[-72.814309,44.081127]}",very high
2015,VT,Vermont,Asthma,Current asthma prevalence among adults aged >= 18 years,11.0,44.081127,-72.814309,"{""type"":""Point"", ""coordinates"":[-72.814309,44.081127]}",very high
2017,VT,Vermont,Asthma,Current asthma prevalence among adults aged >= 18 years,12.2,44.081127,-72.814309,"{""type"":""Point"", ""coordinates"":[-72.814309,44.081127]}",very high
