Year,LocationAbbr,LocationDesc,Topic,Question,DataValue,Latitude,Longitude,Centroid,Category
2016,MT,Montana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.5,46.813302,-111.209708,"{""type"":""Point"", ""coordinates"":[-111.209708,46.813302]}",low
2014,MT,Montana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.6,46.813302,-111.209708,"{""type"":""Point"", ""coordinates"":[-111.209708,46.813302]}",middle
2017,MT,Montana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.1,46.813302,-111.209708,"{""type"":""Point"", ""coordinates"":[-111.209708,46.813302]}",high
2015,MT,Montana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.5,46.813302,-111.209708,"{""type"":""Point"", ""coordinates"":[-111.209708,46.813302]}",low
2016,MT,Montana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.3,46.813302,-111.209708,"{""type"":""Point"", ""coordinates"":[-111.209708,46.813302]}",low
2013,MT,Montana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.5,46.813302,-111.209708,"{""type"":""Point"", ""coordinates"":[-111.209708,46.813302]}",low
2014,MT,Montana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.3,46.813302,-111.209708,"{""type"":""Point"", ""coordinates"":[-111.209708,46.813302]}",low
2017,MT,Montana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.7,46.813302,-111.209708,"{""type"":""Point"", ""coordinates"":[-111.209708,46.813302]}",middle
2015,MT,Montana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.3,46.813302,-111.209708,"{""type"":""Point"", ""coordinates"":[-111.209708,46.813302]}",low
2013,MT,Montana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.2,46.813302,-111.209708,"{""type"":""Point"", ""coordinates"":[-111.209708,46.813302]}",very low
2016,WA,Washington,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.3,47.341728,-121.624501,"{""type"":""Point"", ""coordinates"":[-121.624501,47.341728]}",very high
2016,WA,Washington,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.1,47.341728,-121.624501,"{""type"":""Point"", ""coordinates"":[-121.624501,47.341728]}",high
2013,WA,Washington,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.3,47.341728,-121.624501,"{""type"":""Point"", ""coordinates"":[-121.624501,47.341728]}",very high
2017,WA,Washington,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.6,47.341728,-121.624501,"{""type"":""Point"", ""coordinates"":[-121.624501,47.341728]}",very high
2015,WA,Washington,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.3,47.341728,-121.624501,"{""type"":""Point"", ""coordinates"":[-121.624501,47.341728]}",very high
2013,WA,Washington,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.4,47.341728,-121.624501,"{""type"":""Point"", ""coordinates"":[-121.624501,47.341728]}",very high
2014,WA,Washington,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.6,47.341728,-121.624501,"{""type"":""Point"", ""coordinates"":[-121.624501,47.341728]}",middle
2015,WA,Washington,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.1,47.341728,-121.624501,"{""type"":""Point"", ""coordinates"":[-121.624501,47.341728]}",high
2014,WA,Washington,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.8,47.341728,-121.624501,"{""type"":""Point"", ""coordinates"":[-121.624501,47.341728]}",middle
2017,WA,Washington,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.4,47.341728,-121.624501,"{""type"":""Point"", ""coordinates"":[-121.624501,47.341728]}",very high
2014,TN,Tennessee,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.9,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",high
2016,TN,Tennessee,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.8,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",middle
2014,TN,Tennessee,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.1,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",high
2013,TN,Tennessee,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.2,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",very low
2015,TN,Tennessee,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.2,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",very high
2017,TN,Tennessee,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.3,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",very high
2016,TN,Tennessee,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.1,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",high
2013,TN,Tennessee,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.3,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",low
2015,TN,Tennessee,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.5,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",very high
2017,TN,Tennessee,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.6,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",very high
2015,LA,Louisiana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.6,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",middle
2017,LA,Louisiana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.6,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very high
2013,LA,Louisiana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.1,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very low
2013,LA,Louisiana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.2,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very low
2014,LA,Louisiana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.8,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",middle
2017,LA,Louisiana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.8,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very high
2015,LA,Louisiana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.8,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",middle
2016,LA,Louisiana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.9,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",high
2014,LA,Louisiana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.9,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",high
2016,LA,Louisiana,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.1,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",high
2013,KS,Kansas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.0,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",very low
2015,KS,Kansas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.8,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",middle
2017,KS,Kansas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.6,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",middle
2014,KS,Kansas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.5,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",low
2013,KS,Kansas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.1,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",very low
2015,KS,Kansas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.9,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",high
2017,KS,Kansas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.8,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",middle
2016,KS,Kansas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.3,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",low
2014,KS,Kansas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.6,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",middle
2016,KS,Kansas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.5,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",low
2016,PA,Pennsylvania,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.4,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",low
2014,PA,Pennsylvania,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.7,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",middle
2017,PA,Pennsylvania,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.6,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",middle
2016,PA,Pennsylvania,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.2,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",very low
2014,PA,Pennsylvania,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.4,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",low
2013,PA,Pennsylvania,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.4,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",low
2015,PA,Pennsylvania,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.7,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",middle
2013,PA,Pennsylvania,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.2,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",very low
2015,PA,Pennsylvania,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.4,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",low
2017,PA,Pennsylvania,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.3,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",low
2015,ND,North Dakota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.3,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2017,ND,North Dakota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.6,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",middle
2013,ND,North Dakota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.6,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",middle
2014,ND,North Dakota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.1,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",very low
2016,ND,North Dakota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.4,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2016,ND,North Dakota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.5,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2014,ND,North Dakota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.2,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",very low
2013,ND,North Dakota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.4,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2017,ND,North Dakota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.5,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2015,ND,North Dakota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.3,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2014,MN,Minnesota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.0,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2015,MN,Minnesota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.0,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2017,MN,Minnesota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.7,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",middle
2016,MN,Minnesota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.1,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2013,MN,Minnesota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,1.9,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2013,MN,Minnesota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,1.8,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2017,MN,Minnesota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.5,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",low
2015,MN,Minnesota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,1.9,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2016,MN,Minnesota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.3,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",low
2014,MN,Minnesota,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.1,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2017,ID,Idaho,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.6,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",middle
2015,ID,Idaho,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,1.7,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",very low
2013,ID,Idaho,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,1.9,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",very low
2015,ID,Idaho,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,1.8,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",very low
2013,ID,Idaho,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.0,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",very low
2014,ID,Idaho,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.3,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",low
2017,ID,Idaho,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.8,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",middle
2016,ID,Idaho,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,1.9,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",very low
2016,ID,Idaho,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.1,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",very low
2014,ID,Idaho,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.5,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",low
2016,MD,Maryland,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.6,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",middle
2014,MD,Maryland,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.8,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",middle
2017,MD,Maryland,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.9,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",high
2014,MD,Maryland,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.9,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",high
2015,MD,Maryland,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.2,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very low
2016,MD,Maryland,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.7,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",middle
2013,MD,Maryland,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.1,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very low
2017,MD,Maryland,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.0,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",high
2013,MD,Maryland,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.2,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very low
2015,MD,Maryland,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.3,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",low
2013,NY,New York,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.1,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",very low
2014,NY,New York,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,1.9,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",very low
2016,NY,New York,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.2,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",very low
2015,NY,New York,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.1,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",very low
2017,NY,New York,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.7,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",middle
2013,NY,New York,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.0,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",very low
2015,NY,New York,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.0,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",very low
2017,NY,New York,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.5,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",low
2016,NY,New York,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.4,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",low
2014,NY,New York,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.0,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",very low
2016,TX,Texas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.8,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",middle
2015,TX,Texas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.7,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",middle
2017,TX,Texas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.9,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",high
2014,TX,Texas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.9,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",high
2013,TX,Texas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.1,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",high
2014,TX,Texas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.9,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",high
2016,TX,Texas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.8,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",middle
2015,TX,Texas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.7,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",middle
2017,TX,Texas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,2.9,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",high
2013,TX,Texas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.1,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",high
2015,NV,Nevada,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.2,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",very high
2013,NV,Nevada,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.7,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",very high
2017,NV,Nevada,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,4.1,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",very high
2014,NV,Nevada,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.2,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",very high
2016,NV,Nevada,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.3,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",very high
2013,NV,Nevada,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.6,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",very high
2015,NV,Nevada,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.2,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",very high
2017,NV,Nevada,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.9,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",very high
2014,NV,Nevada,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,3.0,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",high
