Year,LocationAbbr,LocationDesc,Topic,Question,DataValue,Latitude,Longitude,Centroid,Category
2017,MT,Montana,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,26.6,46.813302,-111.209708,"{""type"":""Point"", ""coordinates"":[-111.209708,46.813302]}",very low
2015,WA,Washington,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,30.3,47.341728,-121.624501,"{""type"":""Point"", ""coordinates"":[-121.624501,47.341728]}",low
2013,WA,Washington,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,36.7,47.341728,-121.624501,"{""type"":""Point"", ""coordinates"":[-121.624501,47.341728]}",high
2015,WA,Washington,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,36.2,47.341728,-121.624501,"{""type"":""Point"", ""coordinates"":[-121.624501,47.341728]}",high
2017,WA,Washington,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,26.9,47.341728,-121.624501,"{""type"":""Point"", ""coordinates"":[-121.624501,47.341728]}",very low
2013,WA,Washington,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,31.7,47.341728,-121.624501,"{""type"":""Point"", ""coordinates"":[-121.624501,47.341728]}",middle
2017,WA,Washington,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,29.7,47.341728,-121.624501,"{""type"":""Point"", ""coordinates"":[-121.624501,47.341728]}",very low
2015,TN,Tennessee,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,40.0,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",very high
2013,TN,Tennessee,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,33.8,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",middle
2017,TN,Tennessee,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,31.2,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",low
2015,TN,Tennessee,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,34.6,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",high
2013,TN,Tennessee,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,38.7,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",very high
2017,TN,Tennessee,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,34.5,35.795862,-86.397772,"{""type"":""Point"", ""coordinates"":[-86.397772,35.795862]}",high
2015,LA,Louisiana,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,34.0,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",middle
2017,LA,Louisiana,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,32.6,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",middle
2015,LA,Louisiana,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,39.2,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very high
2013,LA,Louisiana,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,35.8,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",high
2017,LA,Louisiana,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,35.5,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",high
2013,LA,Louisiana,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,40.7,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very high
2015,KS,Kansas,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,31.0,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",low
2015,KS,Kansas,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,37.4,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",very high
2013,KS,Kansas,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,32.6,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",middle
2017,KS,Kansas,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,27.9,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",very low
2017,KS,Kansas,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,30.9,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",low
2013,KS,Kansas,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,38.1,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",very high
2015,PA,Pennsylvania,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,36.2,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",high
2013,PA,Pennsylvania,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,32.5,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",middle
2015,PA,Pennsylvania,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,29.2,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",very low
2017,PA,Pennsylvania,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,31.3,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",low
2017,PA,Pennsylvania,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,27.1,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",very low
2013,PA,Pennsylvania,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,38.5,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",very high
2015,ND,North Dakota,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,29.4,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",very low
2015,ND,North Dakota,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,35.0,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",high
2017,ND,North Dakota,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,30.0,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2013,ND,North Dakota,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,36.4,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",high
2013,ND,North Dakota,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,30.9,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2017,ND,North Dakota,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,27.3,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",very low
2017,MN,Minnesota,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,24.0,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2013,MN,Minnesota,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,29.0,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2015,MN,Minnesota,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,32.3,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",middle
2015,MN,Minnesota,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,27.6,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2013,MN,Minnesota,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,33.6,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",middle
2017,MN,Minnesota,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,27.0,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2015,ID,Idaho,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,37.6,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",very high
2017,ID,Idaho,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,29.5,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",very low
2013,ID,Idaho,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,38.4,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",very high
2015,ID,Idaho,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,32.5,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",middle
2017,ID,Idaho,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,26.2,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",very low
2013,ID,Idaho,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,32.2,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",middle
2015,MD,Maryland,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,35.9,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",high
2013,MD,Maryland,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,32.8,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",middle
2017,MD,Maryland,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,28.5,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very low
2013,MD,Maryland,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,37.0,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very high
2015,MD,Maryland,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,32.0,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",middle
2017,MD,Maryland,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,31.3,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",low
2015,NY,New York,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,32.2,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",middle
2013,NY,New York,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,39.1,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",very high
2017,NY,New York,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,31.5,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",low
2015,NY,New York,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,36.6,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",high
2017,NY,New York,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,28.8,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",very low
2013,NY,New York,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,34.7,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",high
2013,TX,Texas,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,37.7,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",very high
2017,TX,Texas,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,31.7,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",middle
2015,TX,Texas,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,36.1,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",high
2015,TX,Texas,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,32.3,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",middle
2013,TX,Texas,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,34.2,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",middle
2017,TX,Texas,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,30.0,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",low
2015,NV,Nevada,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,36.7,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",high
2017,NV,Nevada,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,31.4,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",low
2013,NV,Nevada,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,38.6,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",very high
2015,NV,Nevada,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,32.0,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",middle
2017,NV,Nevada,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,28.5,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",very low
2013,NV,Nevada,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,34.3,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",high
2015,SC,South Carolina,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,38.9,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",very high
2015,SC,South Carolina,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,32.5,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",middle
2017,SC,South Carolina,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,34.5,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",high
2013,SC,South Carolina,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,42.6,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",very high
2013,SC,South Carolina,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,36.6,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",high
2017,SC,South Carolina,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,30.4,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",low
2015,VT,Vermont,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,34.0,44.081127,-72.814309,"{""type"":""Point"", ""coordinates"":[-72.814309,44.081127]}",middle
2015,VT,Vermont,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,27.8,44.081127,-72.814309,"{""type"":""Point"", ""coordinates"":[-72.814309,44.081127]}",very low
2013,VT,Vermont,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,35.2,44.081127,-72.814309,"{""type"":""Point"", ""coordinates"":[-72.814309,44.081127]}",high
2017,VT,Vermont,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,28.2,44.081127,-72.814309,"{""type"":""Point"", ""coordinates"":[-72.814309,44.081127]}",very low
2017,VT,Vermont,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,23.7,44.081127,-72.814309,"{""type"":""Point"", ""coordinates"":[-72.814309,44.081127]}",very low
2013,VT,Vermont,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,28.5,44.081127,-72.814309,"{""type"":""Point"", ""coordinates"":[-72.814309,44.081127]}",very low
2017,WI,Wisconsin,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,33.2,43.728544,-89.001006,"{""type"":""Point"", ""coordinates"":[-89.001006,43.728544]}",middle
2013,WI,Wisconsin,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,36.2,43.728544,-89.001006,"{""type"":""Point"", ""coordinates"":[-89.001006,43.728544]}",high
2015,WI,Wisconsin,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,36.1,43.728544,-89.001006,"{""type"":""Point"", ""coordinates"":[-89.001006,43.728544]}",high
2013,WI,Wisconsin,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,30.7,43.728544,-89.001006,"{""type"":""Point"", ""coordinates"":[-89.001006,43.728544]}",low
2017,WI,Wisconsin,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,29.3,43.728544,-89.001006,"{""type"":""Point"", ""coordinates"":[-89.001006,43.728544]}",very low
2015,WI,Wisconsin,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,30.1,43.728544,-89.001006,"{""type"":""Point"", ""coordinates"":[-89.001006,43.728544]}",low
2017,IN,Indiana,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,29.0,40.163935,-86.261515,"{""type"":""Point"", ""coordinates"":[-86.261515,40.163935]}",very low
2013,IN,Indiana,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,33.9,40.163935,-86.261515,"{""type"":""Point"", ""coordinates"":[-86.261515,40.163935]}",middle
2013,IN,Indiana,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,39.8,40.163935,-86.261515,"{""type"":""Point"", ""coordinates"":[-86.261515,40.163935]}",very high
2017,IN,Indiana,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,32.9,40.163935,-86.261515,"{""type"":""Point"", ""coordinates"":[-86.261515,40.163935]}",middle
2015,IN,Indiana,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,32.4,40.163935,-86.261515,"{""type"":""Point"", ""coordinates"":[-86.261515,40.163935]}",middle
2015,IN,Indiana,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,39.1,40.163935,-86.261515,"{""type"":""Point"", ""coordinates"":[-86.261515,40.163935]}",very high
2013,AK,Alaska,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,38.6,61.288254,-148.716968,"{""type"":""Point"", ""coordinates"":[-148.716968,61.288254]}",very high
2017,AK,Alaska,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,30.0,61.288254,-148.716968,"{""type"":""Point"", ""coordinates"":[-148.716968,61.288254]}",low
2017,AK,Alaska,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,28.0,61.288254,-148.716968,"{""type"":""Point"", ""coordinates"":[-148.716968,61.288254]}",very low
2015,AK,Alaska,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,30.8,61.288254,-148.716968,"{""type"":""Point"", ""coordinates"":[-148.716968,61.288254]}",low
2013,AK,Alaska,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,34.5,61.288254,-148.716968,"{""type"":""Point"", ""coordinates"":[-148.716968,61.288254]}",high
2015,AK,Alaska,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,33.9,61.288254,-148.716968,"{""type"":""Point"", ""coordinates"":[-148.716968,61.288254]}",middle
2013,NC,North Carolina,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,35.3,35.553334,-79.667654,"{""type"":""Point"", ""coordinates"":[-79.667654,35.553334]}",high
2017,NC,North Carolina,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,30.8,35.553334,-79.667654,"{""type"":""Point"", ""coordinates"":[-79.667654,35.553334]}",low
2015,NC,North Carolina,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,37.0,35.553334,-79.667654,"{""type"":""Point"", ""coordinates"":[-79.667654,35.553334]}",very high
2017,NC,North Carolina,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,33.6,35.553334,-79.667654,"{""type"":""Point"", ""coordinates"":[-79.667654,35.553334]}",middle
2015,NC,North Carolina,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,31.4,35.553334,-79.667654,"{""type"":""Point"", ""coordinates"":[-79.667654,35.553334]}",low
2013,NC,North Carolina,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,41.0,35.553334,-79.667654,"{""type"":""Point"", ""coordinates"":[-79.667654,35.553334]}",very high
2013,RI,Rhode Island,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,33.6,41.753318,-71.448902,"{""type"":""Point"", ""coordinates"":[-71.448902,41.753318]}",middle
2017,RI,Rhode Island,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,27.8,41.753318,-71.448902,"{""type"":""Point"", ""coordinates"":[-71.448902,41.753318]}",very low
2017,RI,Rhode Island,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,31.1,41.753318,-71.448902,"{""type"":""Point"", ""coordinates"":[-71.448902,41.753318]}",low
2013,RI,Rhode Island,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,38.7,41.753318,-71.448902,"{""type"":""Point"", ""coordinates"":[-71.448902,41.753318]}",very high
2015,RI,Rhode Island,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,30.2,41.753318,-71.448902,"{""type"":""Point"", ""coordinates"":[-71.448902,41.753318]}",low
2015,RI,Rhode Island,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,35.2,41.753318,-71.448902,"{""type"":""Point"", ""coordinates"":[-71.448902,41.753318]}",high
2015,MI,Michigan,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,38.2,42.866412,-84.170753,"{""type"":""Point"", ""coordinates"":[-84.170753,42.866412]}",very high
2017,MI,Michigan,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,35.0,42.866412,-84.170753,"{""type"":""Point"", ""coordinates"":[-84.170753,42.866412]}",high
2013,MI,Michigan,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,40.6,42.866412,-84.170753,"{""type"":""Point"", ""coordinates"":[-84.170753,42.866412]}",very high
2015,MI,Michigan,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,31.9,42.866412,-84.170753,"{""type"":""Point"", ""coordinates"":[-84.170753,42.866412]}",middle
2017,MI,Michigan,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,29.9,42.866412,-84.170753,"{""type"":""Point"", ""coordinates"":[-84.170753,42.866412]}",low
2013,MI,Michigan,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,34.4,42.866412,-84.170753,"{""type"":""Point"", ""coordinates"":[-84.170753,42.866412]}",high
2013,IA,Iowa,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,41.1,41.960392,-93.049161,"{""type"":""Point"", ""coordinates"":[-93.049161,41.960392]}",very high
2017,IA,Iowa,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,31.2,41.960392,-93.049161,"{""type"":""Point"", ""coordinates"":[-93.049161,41.960392]}",low
2013,IA,Iowa,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,34.7,41.960392,-93.049161,"{""type"":""Point"", ""coordinates"":[-93.049161,41.960392]}",high
2017,IA,Iowa,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,27.0,41.960392,-93.049161,"{""type"":""Point"", ""coordinates"":[-93.049161,41.960392]}",very low
2015,IA,Iowa,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,30.2,41.960392,-93.049161,"{""type"":""Point"", ""coordinates"":[-93.049161,41.960392]}",low
2015,IA,Iowa,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,36.1,41.960392,-93.049161,"{""type"":""Point"", ""coordinates"":[-93.049161,41.960392]}",high
2017,NM,New Mexico,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,26.9,34.623012,-106.342108,"{""type"":""Point"", ""coordinates"":[-106.342108,34.623012]}",very low
2013,NM,New Mexico,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,31.3,34.623012,-106.342108,"{""type"":""Point"", ""coordinates"":[-106.342108,34.623012]}",low
2015,NM,New Mexico,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,28.8,34.623012,-106.342108,"{""type"":""Point"", ""coordinates"":[-106.342108,34.623012]}",very low
2015,NM,New Mexico,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,34.3,34.623012,-106.342108,"{""type"":""Point"", ""coordinates"":[-106.342108,34.623012]}",high
2013,NM,New Mexico,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,36.8,34.623012,-106.342108,"{""type"":""Point"", ""coordinates"":[-106.342108,34.623012]}",very high
2017,NM,New Mexico,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,29.8,34.623012,-106.342108,"{""type"":""Point"", ""coordinates"":[-106.342108,34.623012]}",low
2013,IL,Illinois,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,36.6,41.278216,-88.380238,"{""type"":""Point"", ""coordinates"":[-88.380238,41.278216]}",high
2017,IL,Illinois,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,31.8,41.278216,-88.380238,"{""type"":""Point"", ""coordinates"":[-88.380238,41.278216]}",middle
