Year,LocationAbbr,LocationDesc,Topic,Question,DataValue,Latitude,Longitude,Centroid,Category
2013,LA,Louisiana,Alcohol,Chronic liver disease mortality,503.0,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very high
2017,LA,Louisiana,Alcohol,Chronic liver disease mortality,11.6,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",low
2014,LA,Louisiana,Alcohol,Chronic liver disease mortality,9.8,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very low
2015,LA,Louisiana,Alcohol,Chronic liver disease mortality,553.0,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very high
2013,LA,Louisiana,Alcohol,Chronic liver disease mortality,10.9,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",low
2013,LA,Louisiana,Alcohol,Chronic liver disease mortality,9.7,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very low
2017,LA,Louisiana,Alcohol,Chronic liver disease mortality,10.0,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",low
2014,LA,Louisiana,Alcohol,Chronic liver disease mortality,11.1,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",low
2016,LA,Louisiana,Alcohol,Chronic liver disease mortality,9.7,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very low
2015,LA,Louisiana,Alcohol,Chronic liver disease mortality,11.8,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",low
2016,LA,Louisiana,Alcohol,Chronic liver disease mortality,11.1,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",low
2014,LA,Louisiana,Alcohol,Chronic liver disease mortality,515.0,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very high
2017,KS,Kansas,Alcohol,Chronic liver disease mortality,317.0,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",high
2014,KS,Kansas,Alcohol,Chronic liver disease mortality,9.8,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",very low
2016,KS,Kansas,Alcohol,Chronic liver disease mortality,316.0,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",high
2015,KS,Kansas,Alcohol,Chronic liver disease mortality,10.7,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",low
2014,KS,Kansas,Alcohol,Chronic liver disease mortality,286.0,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",high
2017,KS,Kansas,Alcohol,Chronic liver disease mortality,10.9,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",low
2015,KS,Kansas,Alcohol,Chronic liver disease mortality,9.7,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",very low
2013,KS,Kansas,Alcohol,Chronic liver disease mortality,248.0,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",high
2013,KS,Kansas,Alcohol,Chronic liver disease mortality,8.6,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",very low
2016,KS,Kansas,Alcohol,Chronic liver disease mortality,9.8,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",very low
2017,KS,Kansas,Alcohol,Chronic liver disease mortality,9.7,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",very low
2016,KS,Kansas,Alcohol,Chronic liver disease mortality,10.9,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",low
2013,KS,Kansas,Alcohol,Chronic liver disease mortality,7.8,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",very low
2014,KS,Kansas,Alcohol,Chronic liver disease mortality,8.9,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",very low
2015,KS,Kansas,Alcohol,Chronic liver disease mortality,313.0,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",high
2015,PA,Pennsylvania,Alcohol,Chronic liver disease mortality,1438.0,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",very high
2015,PA,Pennsylvania,Alcohol,Chronic liver disease mortality,11.2,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",low
2017,PA,Pennsylvania,Alcohol,Chronic liver disease mortality,1336.0,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",very high
2014,PA,Pennsylvania,Alcohol,Chronic liver disease mortality,1301.0,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",very high
2014,PA,Pennsylvania,Alcohol,Chronic liver disease mortality,10.2,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",low
2013,PA,Pennsylvania,Alcohol,Chronic liver disease mortality,1265.0,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",very high
2016,PA,Pennsylvania,Alcohol,Chronic liver disease mortality,11.1,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",low
2013,PA,Pennsylvania,Alcohol,Chronic liver disease mortality,8.0,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",very low
2016,PA,Pennsylvania,Alcohol,Chronic liver disease mortality,1414.0,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",very high
2017,PA,Pennsylvania,Alcohol,Chronic liver disease mortality,8.0,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",very low
2014,PA,Pennsylvania,Alcohol,Chronic liver disease mortality,8.1,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",very low
2016,PA,Pennsylvania,Alcohol,Chronic liver disease mortality,8.7,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",very low
2013,PA,Pennsylvania,Alcohol,Chronic liver disease mortality,9.9,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",low
2015,PA,Pennsylvania,Alcohol,Chronic liver disease mortality,8.9,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",very low
2017,PA,Pennsylvania,Alcohol,Chronic liver disease mortality,10.4,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",low
2017,ND,North Dakota,Alcohol,Chronic liver disease mortality,87.0,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",high
2016,ND,North Dakota,Alcohol,Chronic liver disease mortality,12.4,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",middle
2013,ND,North Dakota,Alcohol,Chronic liver disease mortality,90.0,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",high
2014,ND,North Dakota,Alcohol,Chronic liver disease mortality,7.7,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",very low
2017,ND,North Dakota,Alcohol,Chronic liver disease mortality,11.5,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2015,ND,North Dakota,Alcohol,Chronic liver disease mortality,86.0,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",high
2013,ND,North Dakota,Alcohol,Chronic liver disease mortality,12.4,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",middle
2016,ND,North Dakota,Alcohol,Chronic liver disease mortality,12.9,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",middle
2017,ND,North Dakota,Alcohol,Chronic liver disease mortality,11.0,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2015,ND,North Dakota,Alcohol,Chronic liver disease mortality,11.4,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2013,ND,North Dakota,Alcohol,Chronic liver disease mortality,12.1,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2016,ND,North Dakota,Alcohol,Chronic liver disease mortality,98.0,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",high
2014,ND,North Dakota,Alcohol,Chronic liver disease mortality,8.2,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",very low
2015,ND,North Dakota,Alcohol,Chronic liver disease mortality,11.6,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2014,ND,North Dakota,Alcohol,Chronic liver disease mortality,61.0,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",high
2017,MN,Minnesota,Alcohol,Chronic liver disease mortality,10.2,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",low
2015,MN,Minnesota,Alcohol,Chronic liver disease mortality,542.0,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very high
2013,MN,Minnesota,Alcohol,Chronic liver disease mortality,9.5,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2014,MN,Minnesota,Alcohol,Chronic liver disease mortality,7.9,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2017,MN,Minnesota,Alcohol,Chronic liver disease mortality,8.6,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2013,MN,Minnesota,Alcohol,Chronic liver disease mortality,8.3,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2015,MN,Minnesota,Alcohol,Chronic liver disease mortality,9.9,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",low
2015,MN,Minnesota,Alcohol,Chronic liver disease mortality,8.5,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2014,MN,Minnesota,Alcohol,Chronic liver disease mortality,9.2,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2016,MN,Minnesota,Alcohol,Chronic liver disease mortality,9.2,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2016,MN,Minnesota,Alcohol,Chronic liver disease mortality,10.8,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",low
2017,MN,Minnesota,Alcohol,Chronic liver disease mortality,568.0,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very high
2013,MN,Minnesota,Alcohol,Chronic liver disease mortality,517.0,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very high
2016,MN,Minnesota,Alcohol,Chronic liver disease mortality,595.0,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very high
2014,MN,Minnesota,Alcohol,Chronic liver disease mortality,501.0,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very high
2017,ID,Idaho,Alcohol,Chronic liver disease mortality,197.0,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",high
2014,ID,Idaho,Alcohol,Chronic liver disease mortality,11.0,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",low
2013,ID,Idaho,Alcohol,Chronic liver disease mortality,207.0,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",high
2015,ID,Idaho,Alcohol,Chronic liver disease mortality,12.2,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",middle
2017,ID,Idaho,Alcohol,Chronic liver disease mortality,11.5,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",low
2017,ID,Idaho,Alcohol,Chronic liver disease mortality,10.2,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",low
2013,ID,Idaho,Alcohol,Chronic liver disease mortality,12.8,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",middle
2013,ID,Idaho,Alcohol,Chronic liver disease mortality,11.7,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",low
2016,ID,Idaho,Alcohol,Chronic liver disease mortality,9.9,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",low
2014,ID,Idaho,Alcohol,Chronic liver disease mortality,12.1,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",low
2015,ID,Idaho,Alcohol,Chronic liver disease mortality,218.0,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",high
2016,ID,Idaho,Alcohol,Chronic liver disease mortality,11.3,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",low
2014,ID,Idaho,Alcohol,Chronic liver disease mortality,197.0,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",high
2016,ID,Idaho,Alcohol,Chronic liver disease mortality,190.0,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",high
2015,ID,Idaho,Alcohol,Chronic liver disease mortality,13.2,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",middle
2016,MD,Maryland,Alcohol,Chronic liver disease mortality,6.7,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very low
2017,MD,Maryland,Alcohol,Chronic liver disease mortality,8.0,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very low
2014,MD,Maryland,Alcohol,Chronic liver disease mortality,6.9,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very low
2015,MD,Maryland,Alcohol,Chronic liver disease mortality,471.0,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very high
2013,MD,Maryland,Alcohol,Chronic liver disease mortality,7.7,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very low
2016,MD,Maryland,Alcohol,Chronic liver disease mortality,7.7,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very low
2014,MD,Maryland,Alcohol,Chronic liver disease mortality,8.1,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very low
2013,MD,Maryland,Alcohol,Chronic liver disease mortality,6.8,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very low
2017,MD,Maryland,Alcohol,Chronic liver disease mortality,484.0,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very high
2017,MD,Maryland,Alcohol,Chronic liver disease mortality,6.6,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very low
2015,MD,Maryland,Alcohol,Chronic liver disease mortality,7.8,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very low
2016,MD,Maryland,Alcohol,Chronic liver disease mortality,466.0,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very high
2013,MD,Maryland,Alcohol,Chronic liver disease mortality,455.0,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very high
2014,MD,Maryland,Alcohol,Chronic liver disease mortality,484.0,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very high
2015,MD,Maryland,Alcohol,Chronic liver disease mortality,6.7,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",very low
2017,NY,New York,Alcohol,Chronic liver disease mortality,8.4,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",very low
2013,NY,New York,Alcohol,Chronic liver disease mortality,1559.0,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",very high
2015,NY,New York,Alcohol,Chronic liver disease mortality,7.9,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",very low
2014,NY,New York,Alcohol,Chronic liver disease mortality,6.8,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",very low
2015,NY,New York,Alcohol,Chronic liver disease mortality,6.7,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",very low
2013,NY,New York,Alcohol,Chronic liver disease mortality,7.9,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",very low
2016,NY,New York,Alcohol,Chronic liver disease mortality,6.9,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",very low
2016,NY,New York,Alcohol,Chronic liver disease mortality,8.2,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",very low
