Year,LocationAbbr,LocationDesc,Topic,Question,DataValue,Latitude,Longitude,Centroid,Category
2017,LA,Louisiana,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,13.6,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very high
2016,LA,Louisiana,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.1,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",high
2014,LA,Louisiana,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.3,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very high
2013,LA,Louisiana,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.9,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",high
2017,LA,Louisiana,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.7,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very high
2015,LA,Louisiana,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.9,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very high
2013,LA,Louisiana,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.6,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very high
2014,LA,Louisiana,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.5,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",high
2016,LA,Louisiana,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.1,30.69927,-91.457133,"{""type"":""Point"", ""coordinates"":[-91.457133,30.69927]}",very high
2013,KS,Kansas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",middle
2015,KS,Kansas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.0,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",low
2016,KS,Kansas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",middle
2014,KS,Kansas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",high
2017,KS,Kansas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",middle
2016,KS,Kansas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.6,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",low
2014,KS,Kansas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",middle
2013,KS,Kansas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",low
2017,KS,Kansas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.5,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",high
2015,KS,Kansas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,38.454303,-96.536052,"{""type"":""Point"", ""coordinates"":[-96.536052,38.454303]}",middle
2015,PA,Pennsylvania,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",high
2013,PA,Pennsylvania,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",high
2017,PA,Pennsylvania,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",high
2016,PA,Pennsylvania,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.3,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",very high
2013,PA,Pennsylvania,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.8,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",low
2015,PA,Pennsylvania,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",low
2014,PA,Pennsylvania,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.2,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",high
2017,PA,Pennsylvania,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.1,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",low
2016,PA,Pennsylvania,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",middle
2014,PA,Pennsylvania,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,40.463528,-77.075925,"{""type"":""Point"", ""coordinates"":[-77.075925,40.463528]}",middle
2013,ND,North Dakota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2017,ND,North Dakota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2015,ND,North Dakota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2014,ND,North Dakota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.1,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",very low
2016,ND,North Dakota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.2,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",very low
2016,ND,North Dakota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.6,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2014,ND,North Dakota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.6,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2013,ND,North Dakota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.2,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",very low
2015,ND,North Dakota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.2,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",very low
2017,ND,North Dakota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.6,47.375168,-99.334736,"{""type"":""Point"", ""coordinates"":[-99.334736,47.375168]}",low
2013,MN,Minnesota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.4,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2015,MN,Minnesota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.6,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2017,MN,Minnesota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.8,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2013,MN,Minnesota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.8,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2015,MN,Minnesota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,6.9,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2017,MN,Minnesota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.0,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2016,MN,Minnesota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.4,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",low
2014,MN,Minnesota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.1,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2014,MN,Minnesota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.5,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2016,MN,Minnesota,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.6,45.210782,-93.583003,"{""type"":""Point"", ""coordinates"":[-93.583003,45.210782]}",very low
2016,ID,Idaho,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",low
2014,ID,Idaho,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.6,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",very low
2016,ID,Idaho,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.1,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",very low
2015,ID,Idaho,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.1,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",very low
2017,ID,Idaho,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.7,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",low
2014,ID,Idaho,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.1,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",very low
2013,ID,Idaho,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.4,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",low
2017,ID,Idaho,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.9,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",very low
2015,ID,Idaho,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.4,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",very low
2013,ID,Idaho,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,7.9,44.242605,-115.133222,"{""type"":""Point"", ""coordinates"":[-115.133222,44.242605]}",very low
2015,MD,Maryland,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.3,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",high
2017,MD,Maryland,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",high
2013,MD,Maryland,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",middle
2013,MD,Maryland,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",low
2017,MD,Maryland,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",middle
2015,MD,Maryland,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",middle
2016,MD,Maryland,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.8,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",high
2014,MD,Maryland,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",high
2014,MD,Maryland,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",middle
2016,MD,Maryland,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,39.145653,-76.797396,"{""type"":""Point"", ""coordinates"":[-76.797396,39.145653]}",middle
2017,NY,New York,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",high
2015,NY,New York,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.0,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",low
2013,NY,New York,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",middle
2016,NY,New York,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.5,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",high
2014,NY,New York,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.0,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",middle
2017,NY,New York,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",middle
2015,NY,New York,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",middle
2016,NY,New York,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",middle
2013,NY,New York,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",high
2014,NY,New York,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.2,41.507548,-74.645228,"{""type"":""Point"", ""coordinates"":[-74.645228,41.507548]}",low
2013,TX,Texas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.9,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",high
2017,TX,Texas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.7,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",very high
2015,TX,Texas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.2,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",high
2016,TX,Texas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.2,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",high
2014,TX,Texas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.0,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",high
2014,TX,Texas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.9,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",high
2017,TX,Texas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.9,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",very high
2013,TX,Texas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.9,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",high
2016,TX,Texas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.0,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",high
2015,TX,Texas,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.4,30.943149,-97.388631,"{""type"":""Point"", ""coordinates"":[-97.388631,30.943149]}",very high
2014,NV,Nevada,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",middle
2016,NV,Nevada,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.1,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",high
2013,NV,Nevada,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.0,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",low
2016,NV,Nevada,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",high
2017,NV,Nevada,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.4,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",high
2015,NV,Nevada,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",middle
2014,NV,Nevada,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,8.9,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",low
2013,NV,Nevada,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",middle
2017,NV,Nevada,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",middle
2015,NV,Nevada,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.0,37.165965,-116.304648,"{""type"":""Point"", ""coordinates"":[-116.304648,37.165965]}",low
2015,SC,South Carolina,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.6,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",high
2014,SC,South Carolina,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.0,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",very high
2013,SC,South Carolina,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.4,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",very high
2017,SC,South Carolina,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,12.0,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",very high
2016,SC,South Carolina,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,13.0,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",very high
2016,SC,South Carolina,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,11.5,34.034551,-81.032387,"{""type"":""Point"", ""coordinates"":[-81.032387,34.034551]}",very high
